,setor,matricula,cargo,funcao,salario,mes
519,22º GABINETE DE VEREADOR,230813,ASSISTENTE PARLAMENTAR,,4073.09,2
520,23º GABINETE DE VEREADOR,40589,VEREADOR,VEREADOR,11378.4,2
521,23º GABINETE DE VEREADOR,230716,CHEFE DE GABINETE,CHEFE DE GABINETE,15216.91,2
522,23º GABINETE DE VEREADOR,230604,ASSISTENTE PARLAMENTAR,,6749.84,2
523,23º GABINETE DE VEREADOR,230605,ASSISTENTE PARLAMENTAR,,7837.34,2
524,23º GABINETE DE VEREADOR,230637,ASSISTENTE PARLAMENTAR,,9495.89,2
525,23º GABINETE DE VEREADOR,230743,ASSISTENTE PARLAMENTAR,,13637.34,2
526,24º GABINETE DE VEREADOR,40563,VEREADOR,VEREADOR,02º SUPLENTE DA MESA,2
527,24º GABINETE DE VEREADOR,24038,CHEFE DE GABINETE,CHEFE DE GABINETE,17944.54,2
528,24º GABINETE DE VEREADOR,29423,ASSISTENTE PARLAMENTAR,ASSISTENTE DE IMPRENSA,7756.45,2
529,24º GABINETE DE VEREADOR,22565,ASSISTENTE PARLAMENTAR,,10881.91,2
530,24º GABINETE DE VEREADOR,22857,ASSISTENTE PARLAMENTAR,,8766.97,2
531,24º GABINETE DE VEREADOR,27118,ASSISTENTE PARLAMENTAR,,8897.84,2
532,24º GABINETE DE VEREADOR,27458,ASSISTENTE PARLAMENTAR,,9544.57,2
533,24º GABINETE DE VEREADOR,28751,ASSISTENTE PARLAMENTAR,,7337.09,2
534,24º GABINETE DE VEREADOR,29137,ASSISTENTE PARLAMENTAR,,4197.82,2
535,24º GABINETE DE VEREADOR,29707,ASSISTENTE PARLAMENTAR,,4660.28,2
536,24º GABINETE DE VEREADOR,29733,ASSISTENTE PARLAMENTAR,,3437.78,2
537,24º GABINETE DE VEREADOR,29918,ASSISTENTE PARLAMENTAR,,3531.06,2
538,24º GABINETE DE VEREADOR,29924,ASSISTENTE PARLAMENTAR,,3616.38,2
539,24º GABINETE DE VEREADOR,230188,ASSISTENTE PARLAMENTAR,,6829.12,2
540,24º GABINETE DE VEREADOR,230251,ASSISTENTE PARLAMENTAR,,8123.91,2
541,24º GABINETE DE VEREADOR,230321,ASSISTENTE PARLAMENTAR,,2725.11,2
542,24º GABINETE DE VEREADOR,230540,ASSISTENTE PARLAMENTAR,,3432.19,2
543,24º GABINETE DE VEREADOR,230727,ASSISTENTE PARLAMENTAR,,3403.75,2
544,25º GABINETE DE VEREADOR,40437,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,10746.2,2
545,25º GABINETE DE VEREADOR,23828,CHEFE DE GABINETE,CHEFE DE GABINETE,14681.27,2
546,25º GABINETE DE VEREADOR,23729,ASSISTENTE PARLAMENTAR,,12407.18,2
547,25º GABINETE DE VEREADOR,23847,ASSISTENTE PARLAMENTAR,,3580.37,2
548,25º GABINETE DE VEREADOR,23938,ASSISTENTE PARLAMENTAR,,8494.64,2
549,25º GABINETE DE VEREADOR,24105,ASSISTENTE PARLAMENTAR,,14572.45,2
550,25º GABINETE DE VEREADOR,24183,ASSISTENTE PARLAMENTAR,,5770.93,2
551,25º GABINETE DE VEREADOR,24389,ASSISTENTE PARLAMENTAR,,9222.49,2
552,25º GABINETE DE VEREADOR,24441,ASSISTENTE PARLAMENTAR,,8597.36,2
553,25º GABINETE DE VEREADOR,24635,ASSISTENTE PARLAMENTAR,,8860.3,2
554,25º GABINETE DE VEREADOR,27463,ASSISTENTE PARLAMENTAR,,2568.87,2
555,25º GABINETE DE VEREADOR,27531,ASSISTENTE PARLAMENTAR,,7895.7,2
556,25º GABINETE DE VEREADOR,28015,ASSISTENTE PARLAMENTAR,,9874.22,2
557,25º GABINETE DE VEREADOR,28457,ASSISTENTE PARLAMENTAR,,6085.66,2
558,25º GABINETE DE VEREADOR,28494,ASSISTENTE PARLAMENTAR,,4044.38,2
559,25º GABINETE DE VEREADOR,29068,ASSISTENTE PARLAMENTAR,,3573.4,2
560,25º GABINETE DE VEREADOR,29655,ASSISTENTE PARLAMENTAR,,8860.3,2
561,25º GABINETE DE VEREADOR,29935,ASSISTENTE PARLAMENTAR,,4913.12,2
562,26º GABINETE DE VEREADOR,40502,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,10307.26,2
563,26º GABINETE DE VEREADOR,28538,CHEFE DE GABINETE,CHEFE DE GABINETE,10592.43,2
564,26º GABINETE DE VEREADOR,25253,ASSISTENTE PARLAMENTAR,,3896.92,2
565,26º GABINETE DE VEREADOR,26746,ASSISTENTE PARLAMENTAR,,12273.65,2
566,26º GABINETE DE VEREADOR,26749,ASSISTENTE PARLAMENTAR,,16346.53,2
567,26º GABINETE DE VEREADOR,27272,ASSISTENTE PARLAMENTAR,,16219.58,2
568,26º GABINETE DE VEREADOR,27424,ASSISTENTE PARLAMENTAR,,2216.74,2
569,26º GABINETE DE VEREADOR,27784,ASSISTENTE PARLAMENTAR,,16262.06,2
570,26º GABINETE DE VEREADOR,28690,ASSISTENTE PARLAMENTAR,,14486.88,2
571,26º GABINETE DE VEREADOR,29332,ASSISTENTE PARLAMENTAR,,2547.38,2
572,26º GABINETE DE VEREADOR,29642,ASSISTENTE PARLAMENTAR,,2318.72,2
573,26º GABINETE DE VEREADOR,230164,ASSISTENTE PARLAMENTAR,,2011.02,2
574,26º GABINETE DE VEREADOR,230186,ASSISTENTE PARLAMENTAR,,2138.33,2
575,26º GABINETE DE VEREADOR,230395,ASSISTENTE PARLAMENTAR,,2917.62,2
576,26º GABINETE DE VEREADOR,230626,ASSISTENTE PARLAMENTAR,,2011.02,2
577,27º GABINETE DE VEREADOR,40533,VEREADOR,VEREADOR,11032.11,2
578,27º GABINETE DE VEREADOR,25550,CHEFE DE GABINETE,CHEFE DE GABINETE,15863.48,2
579,27º GABINETE DE VEREADOR,21485,ASSISTENTE PARLAMENTAR,,13073.16,2
580,27º GABINETE DE VEREADOR,23420,ASSISTENTE PARLAMENTAR,,2724.18,2
581,27º GABINETE DE VEREADOR,28243,ASSISTENTE PARLAMENTAR,,8228.1,2
582,27º GABINETE DE VEREADOR,28250,ASSISTENTE PARLAMENTAR,,9368.83,2
583,27º GABINETE DE VEREADOR,28251,ASSISTENTE PARLAMENTAR,,7336.94,2
584,27º GABINETE DE VEREADOR,28254,ASSISTENTE PARLAMENTAR,,9061.38,2
585,27º GABINETE DE VEREADOR,28410,ASSISTENTE PARLAMENTAR,,6301.05,2
586,27º GABINETE DE VEREADOR,28526,ASSISTENTE PARLAMENTAR,,9466.13,2
587,27º GABINETE DE VEREADOR,28587,ASSISTENTE PARLAMENTAR,,5037.45,2
588,27º GABINETE DE VEREADOR,29517,ASSISTENTE PARLAMENTAR,,3368.92,2
589,27º GABINETE DE VEREADOR,29567,ASSISTENTE PARLAMENTAR,,4534.19,2
590,27º GABINETE DE VEREADOR,29606,ASSISTENTE PARLAMENTAR,,-361.54,2
591,27º GABINETE DE VEREADOR,51452,COMISSIONADO,,-1360.0,2
592,27º GABINETE DE VEREADOR,51947,COMISSIONADO,,4922.05,2
593,27º GABINETE DE VEREADOR,230019,ASSISTENTE PARLAMENTAR,,2693.77,2
594,27º GABINETE DE VEREADOR,230145,ASSISTENTE PARLAMENTAR,,8912.96,2
595,27º GABINETE DE VEREADOR,230284,ASSISTENTE PARLAMENTAR,,2405.08,2
596,27º GABINETE DE VEREADOR,230374,ASSISTENTE PARLAMENTAR,,3092.91,2
597,27º GABINETE DE VEREADOR,230458,ASSISTENTE PARLAMENTAR,,7982.34,2
598,28º GABINETE DE VEREADOR,40545,VEREADOR,VEREADOR,11326.27,2
599,28º GABINETE DE VEREADOR,28742,CHEFE DE GABINETE,CHEFE DE GABINETE,12513.93,2
600,28º GABINETE DE VEREADOR,24691,ASSISTENTE PARLAMENTAR,,6360.83,2
601,28º GABINETE DE VEREADOR,29166,ASSISTENTE PARLAMENTAR,,5503.24,2
602,28º GABINETE DE VEREADOR,29708,ASSISTENTE PARLAMENTAR,,5537.27,2
603,28º GABINETE DE VEREADOR,29853,ASSISTENTE PARLAMENTAR,,4778.24,2
604,28º GABINETE DE VEREADOR,29872,ASSISTENTE PARLAMENTAR,,3208.18,2
605,28º GABINETE DE VEREADOR,52197,COMISSIONADO,,5323.63,2
606,28º GABINETE DE VEREADOR,52401,COMISSIONADO,,5219.36,2
607,28º GABINETE DE VEREADOR,230257,ASSISTENTE PARLAMENTAR,,1322.4,2
608,28º GABINETE DE VEREADOR,230383,ASSISTENTE PARLAMENTAR,,2481.4,2
609,28º GABINETE DE VEREADOR,230405,ASSISTENTE PARLAMENTAR,,3129.86,2
610,28º GABINETE DE VEREADOR,230741,ASSISTENTE PARLAMENTAR,,2739.86,2
611,28º GABINETE DE VEREADOR,230742,ASSISTENTE PARLAMENTAR,,2374.48,2
612,28º GABINETE DE VEREADOR,230786,ASSISTENTE PARLAMENTAR,,3644.02,2
613,28º GABINETE DE VEREADOR,230817,ASSISTENTE PARLAMENTAR,,1910.48,2
614,29º GABINETE DE VEREADOR,40392,VEREADOR,VEREADOR,11499.66,2
615,29º GABINETE DE VEREADOR,23001,CHEFE DE GABINETE,CHEFE DE GABINETE,18017.61,2
616,29º GABINETE DE VEREADOR,23010,ASSISTENTE PARLAMENTAR,ASSISTENTE DE IMPRENSA,8177.03,2
617,29º GABINETE DE VEREADOR,23052,ASSISTENTE PARLAMENTAR,,5828.5,2
618,29º GABINETE DE VEREADOR,23390,ASSISTENTE PARLAMENTAR,,9078.13,2
619,29º GABINETE DE VEREADOR,23427,ASSISTENTE PARLAMENTAR,,7329.07,2
620,29º GABINETE DE VEREADOR,24302,ASSISTENTE PARLAMENTAR,,6708.68,2
621,29º GABINETE DE VEREADOR,24515,ASSISTENTE PARLAMENTAR,,8754.84,2
622,29º GABINETE DE VEREADOR,24986,ASSISTENTE PARLAMENTAR,,8868.08,2
623,29º GABINETE DE VEREADOR,25022,ASSISTENTE PARLAMENTAR,,7418.23,2
624,29º GABINETE DE VEREADOR,25781,ASSISTENTE PARLAMENTAR,,4478.47,2
625,29º GABINETE DE VEREADOR,27142,ASSISTENTE PARLAMENTAR,,9379.77,2
626,29º GABINETE DE VEREADOR,27585,ASSISTENTE PARLAMENTAR,,5017.8,2
627,29º GABINETE DE VEREADOR,27814,ASSISTENTE PARLAMENTAR,,4825.99,2
628,29º GABINETE DE VEREADOR,28786,ASSISTENTE PARLAMENTAR,,3436.7,2
629,29º GABINETE DE VEREADOR,29122,ASSISTENTE PARLAMENTAR,,8002.27,2
630,29º GABINETE DE VEREADOR,29653,ASSISTENTE PARLAMENTAR,,9480.84,2
631,29º GABINETE DE VEREADOR,230008,ASSISTENTE PARLAMENTAR,,7357.02,2
632,30º GABINETE DE VEREADOR,40594,VEREADOR,VEREADOR,11326.27,2
633,30º GABINETE DE VEREADOR,230648,CHEFE DE GABINETE,CHEFE DE GABINETE,14928.24,2
634,30º GABINETE DE VEREADOR,52398,COMISSIONADO,,-1560.0,2
635,30º GABINETE DE VEREADOR,230647,ASSISTENTE PARLAMENTAR,,12062.27,2
636,30º GABINETE DE VEREADOR,230649,ASSISTENTE PARLAMENTAR,,2966.6,2
637,30º GABINETE DE VEREADOR,230650,ASSISTENTE PARLAMENTAR,,3558.27,2
638,30º GABINETE DE VEREADOR,230652,ASSISTENTE PARLAMENTAR,,3414.83,2
639,30º GABINETE DE VEREADOR,230653,ASSISTENTE PARLAMENTAR,,3002.55,2
640,30º GABINETE DE VEREADOR,230654,ASSISTENTE PARLAMENTAR,,3414.83,2
641,30º GABINETE DE VEREADOR,230655,ASSISTENTE PARLAMENTAR,,3601.83,2
642,30º GABINETE DE VEREADOR,230663,ASSISTENTE PARLAMENTAR,,2374.48,2
643,30º GABINETE DE VEREADOR,230664,ASSISTENTE PARLAMENTAR,,12028.24,2
644,30º GABINETE DE VEREADOR,230681,ASSISTENTE PARLAMENTAR,,5555.38,2
645,30º GABINETE DE VEREADOR,230683,ASSISTENTE PARLAMENTAR,,12753.24,2
646,30º GABINETE DE VEREADOR,230749,ASSISTENTE PARLAMENTAR,,14928.24,2
647,30º GABINETE DE VEREADOR,230750,ASSISTENTE PARLAMENTAR,,12028.24,2
648,31º GABINETE DE VEREADOR,40590,VEREADOR,VEREADOR,11430.54,2
649,31º GABINETE DE VEREADOR,230533,CHEFE DE GABINETE,CHEFE DE GABINETE,13871.18,2
650,31º GABINETE DE VEREADOR,28853,ASSISTENTE PARLAMENTAR,,4874.91,2
651,31º GABINETE DE VEREADOR,230695,ASSISTENTE PARLAMENTAR,,7651.6,2
652,31º GABINETE DE VEREADOR,230696,ASSISTENTE PARLAMENTAR,,12912.34,2
653,31º GABINETE DE VEREADOR,230697,ASSISTENTE PARLAMENTAR,,5140.74,2
654,31º GABINETE DE VEREADOR,230698,ASSISTENTE PARLAMENTAR,,4615.55,2
655,31º GABINETE DE VEREADOR,230699,ASSISTENTE PARLAMENTAR,,7678.24,2
656,31º GABINETE DE VEREADOR,230700,ASSISTENTE PARLAMENTAR,,5372.33,2
657,31º GABINETE DE VEREADOR,230702,ASSISTENTE PARLAMENTAR,,13143.93,2
658,31º GABINETE DE VEREADOR,230705,ASSISTENTE PARLAMENTAR,,13741.62,2
659,31º GABINETE DE VEREADOR,230745,ASSISTENTE PARLAMENTAR,,6368.27,2
660,31º GABINETE DE VEREADOR,230765,ASSISTENTE PARLAMENTAR,,3409.24,2
661,31º GABINETE DE VEREADOR,230766,ASSISTENTE PARLAMENTAR,,4084.88,2
662,31º GABINETE DE VEREADOR,230772,ASSISTENTE PARLAMENTAR,,4127.54,2
663,31º GABINETE DE VEREADOR,230834,ASSISTENTE PARLAMENTAR,,4793.08,2
664,32º GABINETE DE VEREADOR,40542,VEREADOR,VEREADOR,02ª VICE-PRESIDÊNCIA,2
665,32º GABINETE DE VEREADOR,24807,CHEFE DE GABINETE,CHEFE DE GABINETE,17437.37,2
666,32º GABINETE DE VEREADOR,22963,ASSISTENTE PARLAMENTAR,,8890.45,2
667,32º GABINETE DE VEREADOR,23472,ASSISTENTE PARLAMENTAR,,3363.52,2
668,32º GABINETE DE VEREADOR,23967,ASSISTENTE PARLAMENTAR,,7691.91,2
669,32º GABINETE DE VEREADOR,24697,ASSISTENTE PARLAMENTAR,,7343.53,2
670,32º GABINETE DE VEREADOR,25897,ASSISTENTE PARLAMENTAR,,9129.89,2
671,32º GABINETE DE VEREADOR,27425,ASSISTENTE PARLAMENTAR,,3955.35,2
672,32º GABINETE DE VEREADOR,28790,ASSISTENTE PARLAMENTAR,,8138.27,2
673,32º GABINETE DE VEREADOR,28791,ASSISTENTE PARLAMENTAR,,7700.62,2
674,32º GABINETE DE VEREADOR,28793,ASSISTENTE PARLAMENTAR,,3975.53,2
675,32º GABINETE DE VEREADOR,28832,ASSISTENTE PARLAMENTAR,,9106.09,2
676,32º GABINETE DE VEREADOR,28881,ASSISTENTE PARLAMENTAR,,4507.1,2
677,32º GABINETE DE VEREADOR,29415,ASSISTENTE PARLAMENTAR,,8496.36,2
678,32º GABINETE DE VEREADOR,29444,ASSISTENTE PARLAMENTAR,,7896.64,2
679,32º GABINETE DE VEREADOR,230157,ASSISTENTE PARLAMENTAR,,8606.95,2
680,32º GABINETE DE VEREADOR,230181,ASSISTENTE PARLAMENTAR,,2457.15,2
681,32º GABINETE DE VEREADOR,230506,ASSISTENTE PARLAMENTAR,,3673.81,2
682,33º GABINETE DE VEREADOR,40446,VEREADOR,VEREADOR,PRESIDÊNCIA,2
683,33º GABINETE DE VEREADOR,22458,CHEFE DE GABINETE,CHEFE DE GABINETE,18052.77,2
684,33º GABINETE DE VEREADOR,23662,ASSISTENTE PARLAMENTAR,,11457.71,2
685,33º GABINETE DE VEREADOR,24147,ASSISTENTE PARLAMENTAR,,11440.28,2
686,33º GABINETE DE VEREADOR,26454,ASSISTENTE PARLAMENTAR,,2226.72,2
687,33º GABINETE DE VEREADOR,27264,ASSISTENTE PARLAMENTAR,,11369.05,2
688,33º GABINETE DE VEREADOR,27288,ASSISTENTE PARLAMENTAR,,11316.91,2
689,33º GABINETE DE VEREADOR,28069,ASSISTENTE PARLAMENTAR,,2120.68,2
690,33º GABINETE DE VEREADOR,28572,ASSISTENTE PARLAMENTAR,,10559.57,2
691,33º GABINETE DE VEREADOR,28890,ASSISTENTE PARLAMENTAR,,11232.43,2
692,33º GABINETE DE VEREADOR,29601,ASSISTENTE PARLAMENTAR,,2746.15,2
693,33º GABINETE DE VEREADOR,29721,ASSISTENTE PARLAMENTAR,,2618.13,2
694,33º GABINETE DE VEREADOR,52243,COMISSIONADO,,332.27,2
695,33º GABINETE DE VEREADOR,230080,ASSISTENTE PARLAMENTAR,,4581.67,2
696,33º GABINETE DE VEREADOR,230179,ASSISTENTE PARLAMENTAR,,11099.84,2
697,33º GABINETE DE VEREADOR,230790,ASSISTENTE PARLAMENTAR,,2428.72,2
698,34º GABINETE DE VEREADOR,40521,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,11291.11,2
699,34º GABINETE DE VEREADOR,28539,CHEFE DE GABINETE,CHEFE DE GABINETE,12976.92,2
700,34º GABINETE DE VEREADOR,23015,ASSISTENTE PARLAMENTAR,,-720.0,2
701,34º GABINETE DE VEREADOR,25853,ASSISTENTE PARLAMENTAR,,11139.67,2
702,34º GABINETE DE VEREADOR,27855,ASSISTENTE PARLAMENTAR,,5378.17,2
703,34º GABINETE DE VEREADOR,28227,ASSISTENTE PARLAMENTAR,,5597.8,2
704,34º GABINETE DE VEREADOR,28277,ASSISTENTE PARLAMENTAR,,5227.25,2
705,34º GABINETE DE VEREADOR,28825,ASSISTENTE PARLAMENTAR,,4891.32,2
706,34º GABINETE DE VEREADOR,29028,ASSISTENTE PARLAMENTAR,,5430.52,2
707,34º GABINETE DE VEREADOR,29366,ASSISTENTE PARLAMENTAR,,-720.0,2
708,34º GABINETE DE VEREADOR,29614,ASSISTENTE PARLAMENTAR,,-720.0,2
709,34º GABINETE DE VEREADOR,29617,ASSISTENTE PARLAMENTAR,,-776.27,2
710,34º GABINETE DE VEREADOR,29820,ASSISTENTE PARLAMENTAR,,-870.03,2
711,34º GABINETE DE VEREADOR,52234,COMISSIONADO,,11071.5,2
712,34º GABINETE DE VEREADOR,230053,ASSISTENTE PARLAMENTAR,,0.0,2
713,34º GABINETE DE VEREADOR,230096,ASSISTENTE PARLAMENTAR,,4784.28,2
714,34º GABINETE DE VEREADOR,230169,ASSISTENTE PARLAMENTAR,,7021.93,2
715,34º GABINETE DE VEREADOR,230314,ASSISTENTE PARLAMENTAR,,3909.99,2
716,34º GABINETE DE VEREADOR,230398,ASSISTENTE PARLAMENTAR,,3910.14,2
717,34º GABINETE DE VEREADOR,230428,ASSISTENTE PARLAMENTAR,,8648.62,2
718,34º GABINETE DE VEREADOR,230446,ASSISTENTE PARLAMENTAR,,-720.0,2
719,34º GABINETE DE VEREADOR,230488,ASSISTENTE PARLAMENTAR,,-720.0,2
720,34º GABINETE DE VEREADOR,230646,ASSISTENTE PARLAMENTAR,,9671.59,2
721,34º GABINETE DE VEREADOR,230659,ASSISTENTE PARLAMENTAR,,9560.62,2
722,34º GABINETE DE VEREADOR,230676,ASSISTENTE PARLAMENTAR,,-720.0,2
723,34º GABINETE DE VEREADOR,230804,ASSISTENTE PARLAMENTAR,,2928.51,2
724,34º GABINETE DE VEREADOR,230806,ASSISTENTE PARLAMENTAR,,2355.59,2
725,34º GABINETE DE VEREADOR,230807,ASSISTENTE PARLAMENTAR,,3155.63,2
726,35º GABINETE DE VEREADOR,40592,VEREADOR,VEREADOR,11534.82,2
727,35º GABINETE DE VEREADOR,230657,CHEFE DE GABINETE,CHEFE DE GABINETE,14491.91,2
728,35º GABINETE DE VEREADOR,230692,ASSISTENTE PARLAMENTAR,ASSISTENTE DE IMPRENSA,4608.87,2
729,35º GABINETE DE VEREADOR,23317,ASSISTENTE PARLAMENTAR,,10249.21,2
730,35º GABINETE DE VEREADOR,25856,ASSISTENTE PARLAMENTAR,,4534.19,2
731,35º GABINETE DE VEREADOR,28478,ASSISTENTE PARLAMENTAR,,9454.09,2
732,35º GABINETE DE VEREADOR,29278,ASSISTENTE PARLAMENTAR,,10313.04,2
733,35º GABINETE DE VEREADOR,51534,COMISSIONADO,,4421.86,2
734,35º GABINETE DE VEREADOR,52372,COMISSIONADO,,2210.0,2
735,35º GABINETE DE VEREADOR,230562,ASSISTENTE PARLAMENTAR,,8086.62,2
736,35º GABINETE DE VEREADOR,230592,ASSISTENTE PARLAMENTAR,,10001.47,2
737,35º GABINETE DE VEREADOR,230615,ASSISTENTE PARLAMENTAR,,10053.6,2
738,35º GABINETE DE VEREADOR,230619,ASSISTENTE PARLAMENTAR,,3045.7,2
739,35º GABINETE DE VEREADOR,230623,ASSISTENTE PARLAMENTAR,,8131.4,2
740,35º GABINETE DE VEREADOR,230624,ASSISTENTE PARLAMENTAR,,3168.56,2
741,35º GABINETE DE VEREADOR,230628,ASSISTENTE PARLAMENTAR,,3673.81,2
742,35º GABINETE DE VEREADOR,230638,ASSISTENTE PARLAMENTAR,,4406.88,2
743,35º GABINETE DE VEREADOR,230791,ASSISTENTE PARLAMENTAR,,3753.42,2
744,36º GABINETE DE VEREADOR,40506,VEREADOR,VEREADOR,11378.4,2
745,36º GABINETE DE VEREADOR,28745,CHEFE DE GABINETE,CHEFE DE GABINETE,15789.48,2
746,36º GABINETE DE VEREADOR,24068,ASSISTENTE PARLAMENTAR,,5171.22,2
747,36º GABINETE DE VEREADOR,26340,ASSISTENTE PARLAMENTAR,,5082.56,2
748,36º GABINETE DE VEREADOR,27067,ASSISTENTE PARLAMENTAR,,12576.95,2
749,36º GABINETE DE VEREADOR,27281,ASSISTENTE PARLAMENTAR,,7851.1,2
750,36º GABINETE DE VEREADOR,28571,ASSISTENTE PARLAMENTAR,,4998.08,2
751,36º GABINETE DE VEREADOR,28698,ASSISTENTE PARLAMENTAR,,6635.75,2
752,36º GABINETE DE VEREADOR,29408,ASSISTENTE PARLAMENTAR,,4917.63,2
753,36º GABINETE DE VEREADOR,29508,ASSISTENTE PARLAMENTAR,,7669.19,2
754,36º GABINETE DE VEREADOR,29869,ASSISTENTE PARLAMENTAR,,3418.41,2
755,36º GABINETE DE VEREADOR,29976,ASSISTENTE PARLAMENTAR,,3503.75,2
756,36º GABINETE DE VEREADOR,50982,COMISSIONADO,,5271.5,2
757,36º GABINETE DE VEREADOR,52409,COMISSIONADO,,1932.02,2
758,36º GABINETE DE VEREADOR,230010,ASSISTENTE PARLAMENTAR,,12461.34,2
759,36º GABINETE DE VEREADOR,230093,ASSISTENTE PARLAMENTAR,,3447.23,2
760,36º GABINETE DE VEREADOR,230228,ASSISTENTE PARLAMENTAR,,3326.65,2
761,36º GABINETE DE VEREADOR,230241,ASSISTENTE PARLAMENTAR,,3326.65,2
762,36º GABINETE DE VEREADOR,230404,ASSISTENTE PARLAMENTAR,,4310.92,2
763,36º GABINETE DE VEREADOR,230489,ASSISTENTE PARLAMENTAR,,4917.63,2
764,36º GABINETE DE VEREADOR,230794,ASSISTENTE PARLAMENTAR,,4955.29,2
765,37º GABINETE DE VEREADOR,40557,VEREADOR,VEREADOR,01ª VICE-PRESIDÊNCIA,2
766,37º GABINETE DE VEREADOR,230469,CHEFE DE GABINETE,CHEFE DE GABINETE,4641.28,2
767,37º GABINETE DE VEREADOR,25319,ASSISTENTE PARLAMENTAR,,6387.34,2
768,37º GABINETE DE VEREADOR,25706,ASSISTENTE PARLAMENTAR,,6822.34,2
769,37º GABINETE DE VEREADOR,28490,ASSISTENTE PARLAMENTAR,,2277.77,2
770,37º GABINETE DE VEREADOR,29012,ASSISTENTE PARLAMENTAR,,6314.84,2
771,37º GABINETE DE VEREADOR,29065,ASSISTENTE PARLAMENTAR,,2828.14,2
772,37º GABINETE DE VEREADOR,29431,ASSISTENTE PARLAMENTAR,,6459.84,2
773,37º GABINETE DE VEREADOR,29556,ASSISTENTE PARLAMENTAR,,4174.5,2
774,37º GABINETE DE VEREADOR,29682,ASSISTENTE PARLAMENTAR,,5107.72,2
775,37º GABINETE DE VEREADOR,29702,ASSISTENTE PARLAMENTAR,,1291.78,2
776,37º GABINETE DE VEREADOR,230064,ASSISTENTE PARLAMENTAR,,7692.34,2
777,37º GABINETE DE VEREADOR,230324,ASSISTENTE PARLAMENTAR,,5118.59,2
778,37º GABINETE DE VEREADOR,230510,ASSISTENTE PARLAMENTAR,,10119.29,2
779,37º GABINETE DE VEREADOR,230513,ASSISTENTE PARLAMENTAR,,4278.9,2
780,37º GABINETE DE VEREADOR,230829,ASSISTENTE PARLAMENTAR,,1020.95,2
781,38º GABINETE DE VEREADOR,40593,VEREADOR,VEREADOR,11326.27,2
782,38º GABINETE DE VEREADOR,230585,CHEFE DE GABINETE,CHEFE DE GABINETE,17997.12,2
783,38º GABINETE DE VEREADOR,20965,ASSISTENTE PARLAMENTAR,,8341.66,2
784,38º GABINETE DE VEREADOR,21844,ASSISTENTE PARLAMENTAR,,7626.26,2
785,38º GABINETE DE VEREADOR,25657,ASSISTENTE PARLAMENTAR,,6552.27,2
786,38º GABINETE DE VEREADOR,26020,ASSISTENTE PARLAMENTAR,,6708.68,2
787,38º GABINETE DE VEREADOR,28583,ASSISTENTE PARLAMENTAR,,6421.37,2
788,38º GABINETE DE VEREADOR,29597,ASSISTENTE PARLAMENTAR,,6525.65,2
789,38º GABINETE DE VEREADOR,29785,ASSISTENTE PARLAMENTAR,,4937.34,2
790,38º GABINETE DE VEREADOR,230567,ASSISTENTE PARLAMENTAR,,3891.37,2
791,38º GABINETE DE VEREADOR,230568,ASSISTENTE PARLAMENTAR,,6024.84,2
792,38º GABINETE DE VEREADOR,230583,ASSISTENTE PARLAMENTAR,,3247.49,2
793,38º GABINETE DE VEREADOR,230713,ASSISTENTE PARLAMENTAR,,2790.31,2
794,38º GABINETE DE VEREADOR,230825,ASSISTENTE PARLAMENTAR,,5926.43,2
795,39º GABINETE DE VEREADOR,40565,VEREADOR,VEREADOR,9460.24,2
796,39º GABINETE DE VEREADOR,29276,CHEFE DE GABINETE,CHEFE DE GABINETE,11693.79,2
797,39º GABINETE DE VEREADOR,26357,ASSISTENTE PARLAMENTAR,,10724.79,2
798,39º GABINETE DE VEREADOR,29275,ASSISTENTE PARLAMENTAR,,10232.44,2
799,39º GABINETE DE VEREADOR,29379,ASSISTENTE PARLAMENTAR,,2912.84,2
800,39º GABINETE DE VEREADOR,29387,ASSISTENTE PARLAMENTAR,,10329.89,2
801,39º GABINETE DE VEREADOR,29427,ASSISTENTE PARLAMENTAR,,10198.15,2
802,39º GABINETE DE VEREADOR,29495,ASSISTENTE PARLAMENTAR,,2640.65,2
803,39º GABINETE DE VEREADOR,29541,ASSISTENTE PARLAMENTAR,,680.63,2
804,39º GABINETE DE VEREADOR,29743,ASSISTENTE PARLAMENTAR,,3153.32,2
805,39º GABINETE DE VEREADOR,52240,COMISSIONADO,,6295.84,2
806,39º GABINETE DE VEREADOR,52419,COMISSIONADO,,3050.32,2
807,39º GABINETE DE VEREADOR,230101,ASSISTENTE PARLAMENTAR,,9696.45,2
808,39º GABINETE DE VEREADOR,230121,ASSISTENTE PARLAMENTAR,,10080.56,2
809,39º GABINETE DE VEREADOR,230191,ASSISTENTE PARLAMENTAR,,3000.5,2
810,39º GABINETE DE VEREADOR,230386,ASSISTENTE PARLAMENTAR,,3628.16,2
811,39º GABINETE DE VEREADOR,230399,ASSISTENTE PARLAMENTAR,,6050.16,2
812,39º GABINETE DE VEREADOR,230403,ASSISTENTE PARLAMENTAR,,2011.02,2
813,39º GABINETE DE VEREADOR,230416,ASSISTENTE PARLAMENTAR,,7499.64,2
814,39º GABINETE DE VEREADOR,230418,ASSISTENTE PARLAMENTAR,,4130.19,2
